driver,team,lap_number,LapTime,compound,is_pit,stint,lap_start_time,lap_time_s,year,event,round,stint_index,lap_index_in_stint,stint_length
GAS,Alpine,10,0 days 00:01:38.929000,SOFT,False,1.0,0 days 01:14:59.331000,98.929,2024,Bahrain Grand Prix,1,1,9,56
HAM,Mercedes,10,0 days 00:01:38.037000,SOFT,False,1.0,0 days 01:14:49.428000,98.037,2024,Bahrain Grand Prix,1,1,9,57
HUL,Haas F1 Team,10,0 days 00:01:38.370000,HARD,False,2.0,0 days 01:15:28.281000,98.37,2024,Bahrain Grand Prix,1,1,9,56
LEC,Ferrari,10,0 days 00:01:37.884000,SOFT,False,1.0,0 days 01:14:42.002000,97.884,2024,Bahrain Grand Prix,1,1,9,57
MAG,Haas F1 Team,10,0 days 00:01:38.747000,SOFT,False,1.0,0 days 01:14:55.557000,98.747,2024,Bahrain Grand Prix,1,1,9,56
NOR,McLaren,10,0 days 00:01:37.936000,SOFT,False,1.0,0 days 01:14:45.368000,97.936,2024,Bahrain Grand Prix,1,1,9,57
OCO,Alpine,10,0 days 00:01:41.642000,SOFT,False,1.0,0 days 01:14:58.752000,101.642,2024,Bahrain Grand Prix,1,1,9,56
PER,Red Bull Racing,10,0 days 00:01:37.630000,SOFT,False,1.0,0 days 01:14:40.940000,97.63,2024,Bahrain Grand Prix,1,1,9,57
PIA,McLaren,10,0 days 00:01:38.073000,SOFT,False,1.0,0 days 01:14:47.115000,98.073,2024,Bahrain Grand Prix,1,1,9,57
RIC,RB,10,0 days 00:01:38.782000,SOFT,False,1.0,0 days 01:14:58.205000,98.782,2024,Bahrain Grand Prix,1,1,9,56
RUS,Mercedes,10,0 days 00:01:37.782000,SOFT,False,1.0,0 days 01:14:39.786000,97.782,2024,Bahrain Grand Prix,1,1,9,57
SAI,Ferrari,10,0 days 00:01:37.608000,SOFT,False,1.0,0 days 01:14:42.651000,97.608,2024,Bahrain Grand Prix,1,1,9,57
STR,Aston Martin,10,0 days 00:01:57.815000,HARD,False,2.0,0 days 01:15:02.437000,117.815,2024,Bahrain Grand Prix,1,1,9,57
TSU,RB,10,0 days 00:01:38.912000,SOFT,False,1.0,0 days 01:14:51.233000,98.912,2024,Bahrain Grand Prix,1,1,9,56
VER,Red Bull Racing,10,0 days 00:01:36.960000,SOFT,False,1.0,0 days 01:14:32.741000,96.96,2024,Bahrain Grand Prix,1,1,9,57
ZHO,Kick Sauber,10,0 days 00:01:59.328000,HARD,False,2.0,0 days 01:14:59.234000,119.328,2024,Bahrain Grand Prix,1,1,9,56
ALB,Williams,11,0 days 00:01:38.835000,SOFT,False,1.0,0 days 01:16:32.167000,98.835,2024,Bahrain Grand Prix,1,1,10,56
ALO,Aston Martin,11,0 days 00:01:38.554000,SOFT,False,1.0,0 days 01:16:28.403000,98.554,2024,Bahrain Grand Prix,1,1,10,57
BOT,Kick Sauber,11,0 days 00:01:39.187000,SOFT,False,1.0,0 days 01:16:39.932000,99.187,2024,Bahrain Grand Prix,1,1,10,55
GAS,Alpine,11,0 days 00:01:38.656000,SOFT,False,1.0,0 days 01:16:38.260000,98.656,2024,Bahrain Grand Prix,1,1,10,56
HAM,Mercedes,11,0 days 00:01:38.236000,SOFT,False,1.0,0 days 01:16:27.465000,98.236,2024,Bahrain Grand Prix,1,1,10,57
HUL,Haas F1 Team,11,0 days 00:01:37.638000,HARD,False,2.0,0 days 01:17:06.651000,97.638,2024,Bahrain Grand Prix,1,1,10,56
LEC,Ferrari,11,0 days 00:01:41.737000,SOFT,False,1.0,0 days 01:16:19.886000,101.737,2024,Bahrain Grand Prix,1,1,10,57
MAG,Haas F1 Team,11,0 days 00:01:41.088000,SOFT,False,1.0,0 days 01:16:34.304000,101.088,2024,Bahrain Grand Prix,1,1,10,56
NOR,McLaren,11,0 days 00:01:38.172000,SOFT,False,1.0,0 days 01:16:23.304000,98.172,2024,Bahrain Grand Prix,1,1,10,57
OCO,Alpine,11,0 days 00:01:59.014000,HARD,False,2.0,0 days 01:16:40.394000,119.014,2024,Bahrain Grand Prix,1,1,10,56
PER,Red Bull Racing,11,0 days 00:01:37.836000,SOFT,False,1.0,0 days 01:16:18.570000,97.836,2024,Bahrain Grand Prix,1,1,10,57
PIA,McLaren,11,0 days 00:01:38.397000,SOFT,False,1.0,0 days 01:16:25.188000,98.397,2024,Bahrain Grand Prix,1,1,10,57
RIC,RB,11,0 days 00:01:39.033000,SOFT,False,1.0,0 days 01:16:36.987000,99.033,2024,Bahrain Grand Prix,1,1,10,56
RUS,Mercedes,11,0 days 00:01:40.515000,SOFT,False,1.0,0 days 01:16:17.568000,100.515,2024,Bahrain Grand Prix,1,1,10,57
SAI,Ferrari,11,0 days 00:01:37.656000,SOFT,False,1.0,0 days 01:16:20.259000,97.656,2024,Bahrain Grand Prix,1,1,10,57
SAR,Williams,11,0 days 00:02:12.438000,HARD,False,2.0,0 days 01:17:39.304000,132.438,2024,Bahrain Grand Prix,1,1,9,54
STR,Aston Martin,11,0 days 00:01:36.494000,HARD,False,2.0,0 days 01:17:00.252000,96.494,2024,Bahrain Grand Prix,1,1,10,57
TSU,RB,11,0 days 00:01:38.799000,SOFT,False,1.0,0 days 01:16:30.145000,98.799,2024,Bahrain Grand Prix,1,1,10,56
VER,Red Bull Racing,11,0 days 00:01:37.085000,SOFT,False,1.0,0 days 01:16:09.701000,97.085,2024,Bahrain Grand Prix,1,1,10,57
ZHO,Kick Sauber,11,0 days 00:01:36.365000,HARD,False,2.0,0 days 01:16:58.562000,96.365,2024,Bahrain Grand Prix,1,1,10,56
ALB,Williams,12,0 days 00:01:38.934000,SOFT,False,1.0,0 days 01:18:11.002000,98.934,2024,Bahrain Grand Prix,1,1,11,56
ALO,Aston Martin,12,0 days 00:01:38.543000,SOFT,False,1.0,0 days 01:18:06.957000,98.543,2024,Bahrain Grand Prix,1,1,11,57
BOT,Kick Sauber,12,0 days 00:01:43.145000,SOFT,False,1.0,0 days 01:18:19.119000,103.145,2024,Bahrain Grand Prix,1,1,11,55
GAS,Alpine,12,0 days 00:01:41.456000,SOFT,False,1.0,0 days 01:18:16.916000,101.456,2024,Bahrain Grand Prix,1,1,11,56
HAM,Mercedes,12,0 days 00:01:40.889000,SOFT,False,1.0,0 days 01:18:05.701000,100.889,2024,Bahrain Grand Prix,1,1,11,57
HUL,Haas F1 Team,12,0 days 00:01:37.706000,HARD,False,2.0,0 days 01:18:44.289000,97.706,2024,Bahrain Grand Prix,1,1,11,56
LEC,Ferrari,12,0 days 00:01:57.471000,HARD,False,2.0,0 days 01:18:01.623000,117.471,2024,Bahrain Grand Prix,1,1,11,57
MAG,Haas F1 Team,12,0 days 00:01:59.682000,HARD,False,2.0,0 days 01:18:15.392000,119.682,2024,Bahrain Grand Prix,1,1,11,56
NOR,McLaren,12,0 days 00:01:38.082000,SOFT,False,1.0,0 days 01:18:01.476000,98.082,2024,Bahrain Grand Prix,1,1,11,57
OCO,Alpine,12,0 days 00:01:37.599000,HARD,False,2.0,0 days 01:18:39.408000,97.599,2024,Bahrain Grand Prix,1,1,11,56
PER,Red Bull Racing,12,0 days 00:01:40.277000,SOFT,False,1.0,0 days 01:17:56.406000,100.277,2024,Bahrain Grand Prix,1,1,11,57
PIA,McLaren,12,0 days 00:01:40.739000,SOFT,False,1.0,0 days 01:18:03.585000,100.739,2024,Bahrain Grand Prix,1,1,11,57
RIC,RB,12,0 days 00:01:38.893000,SOFT,False,1.0,0 days 01:18:16.020000,98.893,2024,Bahrain Grand Prix,1,1,11,56
RUS,Mercedes,12,0 days 00:01:58.460000,HARD,False,2.0,0 days 01:17:58.083000,118.46,2024,Bahrain Grand Prix,1,1,11,57
SAI,Ferrari,12,0 days 00:01:37.650000,SOFT,False,1.0,0 days 01:17:57.915000,97.65,2024,Bahrain Grand Prix,1,1,11,57
SAR,Williams,12,0 days 00:01:38.493000,HARD,False,2.0,0 days 01:19:51.742000,98.493,2024,Bahrain Grand Prix,1,1,10,54
STR,Aston Martin,12,0 days 00:01:37.175000,HARD,False,2.0,0 days 01:18:36.746000,97.175,2024,Bahrain Grand Prix,1,1,11,57
TSU,RB,12,0 days 00:01:38.769000,SOFT,False,1.0,0 days 01:18:08.944000,98.769,2024,Bahrain Grand Prix,1,1,11,56
VER,Red Bull Racing,12,0 days 00:01:37.045000,SOFT,False,1.0,0 days 01:17:46.786000,97.045,2024,Bahrain Grand Prix,1,1,11,57
ZHO,Kick Sauber,12,0 days 00:01:36.995000,HARD,False,2.0,0 days 01:18:34.927000,96.995,2024,Bahrain Grand Prix,1,1,11,56
ALB,Williams,13,0 days 00:01:38.823000,SOFT,False,1.0,0 days 01:19:49.936000,98.823,2024,Bahrain Grand Prix,1,1,12,56
ALO,Aston Martin,13,0 days 00:01:38.587000,SOFT,False,1.0,0 days 01:19:45.500000,98.587,2024,Bahrain Grand Prix,1,1,12,57
BOT,Kick Sauber,13,0 days 00:02:01.081000,HARD,False,2.0,0 days 01:20:02.264000,121.081,2024,Bahrain Grand Prix,1,1,12,55
GAS,Alpine,13,0 days 00:02:04.565000,HARD,False,2.0,0 days 01:19:58.372000,124.565,2024,Bahrain Grand Prix,1,1,12,56
HAM,Mercedes,13,0 days 00:01:58.645000,HARD,False,2.0,0 days 01:19:46.590000,118.645,2024,Bahrain Grand Prix,1,1,12,57
HUL,Haas F1 Team,13,0 days 00:01:37.801000,HARD,False,2.0,0 days 01:20:21.995000,97.801,2024,Bahrain Grand Prix,1,1,12,56
LEC,Ferrari,13,0 days 00:01:36.432000,HARD,False,2.0,0 days 01:19:59.094000,96.432,2024,Bahrain Grand Prix,1,1,12,57
MAG,Haas F1 Team,13,0 days 00:01:36.890000,HARD,False,2.0,0 days 01:20:15.074000,96.89,2024,Bahrain Grand Prix,1,1,12,56
NOR,McLaren,13,0 days 00:01:40.635000,SOFT,False,1.0,0 days 01:19:39.558000,100.635,2024,Bahrain Grand Prix,1,1,12,57
OCO,Alpine,13,0 days 00:01:37.363000,HARD,False,2.0,0 days 01:20:17.007000,97.363,2024,Bahrain Grand Prix,1,1,12,56
PER,Red Bull Racing,13,0 days 00:01:57.624000,HARD,False,2.0,0 days 01:19:36.683000,117.624,2024,Bahrain Grand Prix,1,1,12,57
PIA,McLaren,13,0 days 00:01:58.689000,HARD,False,2.0,0 days 01:19:44.324000,118.689,2024,Bahrain Grand Prix,1,1,12,57
RIC,RB,13,0 days 00:01:42.173000,SOFT,False,1.0,0 days 01:19:54.913000,102.173,2024,Bahrain Grand Prix,1,1,12,56
RUS,Mercedes,13,0 days 00:01:37.167000,HARD,False,2.0,0 days 01:19:56.543000,97.167,2024,Bahrain Grand Prix,1,1,12,57
SAI,Ferrari,13,0 days 00:01:37.243000,SOFT,False,1.0,0 days 01:19:35.565000,97.243,2024,Bahrain Grand Prix,1,1,12,57
SAR,Williams,13,0 days 00:01:40.989000,HARD,False,2.0,0 days 01:21:30.235000,100.989,2024,Bahrain Grand Prix,1,1,11,54
STR,Aston Martin,13,0 days 00:01:37.289000,HARD,False,2.0,0 days 01:20:13.921000,97.289,2024,Bahrain Grand Prix,1,1,12,57
TSU,RB,13,0 days 00:01:38.860000,SOFT,False,1.0,0 days 01:19:47.713000,98.86,2024,Bahrain Grand Prix,1,1,12,56
VER,Red Bull Racing,13,0 days 00:01:37.030000,SOFT,False,1.0,0 days 01:19:23.831000,97.03,2024,Bahrain Grand Prix,1,1,12,57
ZHO,Kick Sauber,13,0 days 00:01:37.436000,HARD,False,2.0,0 days 01:20:11.922000,97.436,2024,Bahrain Grand Prix,1,1,12,56
ALB,Williams,14,0 days 00:01:38.977000,SOFT,False,1.0,0 days 01:21:28.759000,98.977,2024,Bahrain Grand Prix,1,1,13,56
ALO,Aston Martin,14,0 days 00:01:38.612000,SOFT,False,1.0,0 days 01:21:24.087000,98.612,2024,Bahrain Grand Prix,1,1,13,57
BOT,Kick Sauber,14,0 days 00:01:36.454000,HARD,False,2.0,0 days 01:22:03.345000,96.454,2024,Bahrain Grand Prix,1,1,13,55
GAS,Alpine,14,0 days 00:01:37.689000,HARD,False,2.0,0 days 01:22:02.937000,97.689,2024,Bahrain Grand Prix,1,1,13,56
HAM,Mercedes,14,0 days 00:01:37.178000,HARD,False,2.0,0 days 01:21:45.235000,97.178,2024,Bahrain Grand Prix,1,1,13,57
HUL,Haas F1 Team,14,0 days 00:01:37.879000,HARD,False,2.0,0 days 01:21:59.796000,97.879,2024,Bahrain Grand Prix,1,1,13,56
LEC,Ferrari,14,0 days 00:01:36.756000,HARD,False,2.0,0 days 01:21:35.526000,96.756,2024,Bahrain Grand Prix,1,1,13,57
MAG,Haas F1 Team,14,0 days 00:01:37.590000,HARD,False,2.0,0 days 01:21:51.964000,97.59,2024,Bahrain Grand Prix,1,1,13,56
NOR,McLaren,14,0 days 00:01:57.770000,HARD,False,2.0,0 days 01:21:20.193000,117.77,2024,Bahrain Grand Prix,1,1,13,57
OCO,Alpine,14,0 days 00:01:37.537000,HARD,False,2.0,0 days 01:21:54.370000,97.537,2024,Bahrain Grand Prix,1,1,13,56
PER,Red Bull Racing,14,0 days 00:01:35.606000,HARD,False,2.0,0 days 01:21:34.307000,95.606,2024,Bahrain Grand Prix,1,1,13,57
PIA,McLaren,14,0 days 00:01:36.796000,HARD,False,2.0,0 days 01:21:43.013000,96.796,2024,Bahrain Grand Prix,1,1,13,57
RIC,RB,14,0 days 00:01:59.408000,HARD,False,2.0,0 days 01:21:37.086000,119.408,2024,Bahrain Grand Prix,1,1,13,56
RUS,Mercedes,14,0 days 00:01:37.571000,HARD,False,2.0,0 days 01:21:33.710000,97.571,2024,Bahrain Grand Prix,1,1,13,57
SAI,Ferrari,14,0 days 00:01:39.753000,SOFT,False,1.0,0 days 01:21:12.808000,99.753,2024,Bahrain Grand Prix,1,1,13,57
SAR,Williams,14,0 days 00:01:41.470000,HARD,False,2.0,0 days 01:23:11.224000,101.47,2024,Bahrain Grand Prix,1,1,12,54
STR,Aston Martin,14,0 days 00:01:37.624000,HARD,False,2.0,0 days 01:21:51.210000,97.624,2024,Bahrain Grand Prix,1,1,13,57
TSU,RB,14,0 days 00:01:41.138000,SOFT,False,1.0,0 days 01:21:26.573000,101.138,2024,Bahrain Grand Prix,1,1,13,56
VER,Red Bull Racing,14,0 days 00:01:37.028000,SOFT,False,1.0,0 days 01:21:00.861000,97.028,2024,Bahrain Grand Prix,1,1,13,57
ZHO,Kick Sauber,14,0 days 00:01:37.482000,HARD,False,2.0,0 days 01:21:49.358000,97.482,2024,Bahrain Grand Prix,1,1,13,56
ALB,Williams,15,0 days 00:01:41.171000,SOFT,False,1.0,0 days 01:23:07.736000,101.171,2024,Bahrain Grand Prix,1,1,14,56
ALO,Aston Martin,15,0 days 00:01:41.101000,SOFT,False,1.0,0 days 01:23:02.699000,101.101,2024,Bahrain Grand Prix,1,1,14,57
BOT,Kick Sauber,15,0 days 00:01:37.287000,HARD,False,2.0,0 days 01:23:39.799000,97.287,2024,Bahrain Grand Prix,1,1,14,55
GAS,Alpine,15,0 days 00:01:37.492000,HARD,False,2.0,0 days 01:23:40.626000,97.492,2024,Bahrain Grand Prix,1,1,14,56
HAM,Mercedes,15,0 days 00:01:37.264000,HARD,False,2.0,0 days 01:23:22.413000,97.264,2024,Bahrain Grand Prix,1,1,14,57
HUL,Haas F1 Team,15,0 days 00:01:38.110000,HARD,False,2.0,0 days 01:23:37.675000,98.11,2024,Bahrain Grand Prix,1,1,14,56
LEC,Ferrari,15,0 days 00:01:36.813000,HARD,False,2.0,0 days 01:23:12.282000,96.813,2024,Bahrain Grand Prix,1,1,14,57
MAG,Haas F1 Team,15,0 days 00:01:38.332000,HARD,False,2.0,0 days 01:23:29.554000,98.332,2024,Bahrain Grand Prix,1,1,14,56
NOR,McLaren,15,0 days 00:01:36.912000,HARD,False,2.0,0 days 01:23:17.963000,96.912,2024,Bahrain Grand Prix,1,1,14,57
OCO,Alpine,15,0 days 00:01:37.843000,HARD,False,2.0,0 days 01:23:31.907000,97.843,2024,Bahrain Grand Prix,1,1,14,56
PER,Red Bull Racing,15,0 days 00:01:36.815000,HARD,False,2.0,0 days 01:23:09.913000,96.815,2024,Bahrain Grand Prix,1,1,14,57
PIA,McLaren,15,0 days 00:01:36.823000,HARD,False,2.0,0 days 01:23:19.809000,96.823,2024,Bahrain Grand Prix,1,1,14,57
RIC,RB,15,0 days 00:01:37.070000,HARD,False,2.0,0 days 01:23:36.494000,97.07,2024,Bahrain Grand Prix,1,1,14,56
RUS,Mercedes,15,0 days 00:01:36.922000,HARD,False,2.0,0 days 01:23:11.281000,96.922,2024,Bahrain Grand Prix,1,1,14,57
SAI,Ferrari,15,0 days 00:01:57.225000,HARD,False,2.0,0 days 01:22:52.561000,117.225,2024,Bahrain Grand Prix,1,1,14,57
SAR,Williams,15,0 days 00:01:37.594000,HARD,False,2.0,0 days 01:24:52.694000,97.594,2024,Bahrain Grand Prix,1,1,13,54
STR,Aston Martin,15,0 days 00:01:37.533000,HARD,False,2.0,0 days 01:23:28.834000,97.533,2024,Bahrain Grand Prix,1,1,14,57
TSU,RB,15,0 days 00:01:59.588000,HARD,False,2.0,0 days 01:23:07.711000,119.588,2024,Bahrain Grand Prix,1,1,14,56
VER,Red Bull Racing,15,0 days 00:01:37.011000,SOFT,False,1.0,0 days 01:22:37.889000,97.011,2024,Bahrain Grand Prix,1,1,14,57
ZHO,Kick Sauber,15,0 days 00:01:37.500000,HARD,False,2.0,0 days 01:23:26.840000,97.5,2024,Bahrain Grand Prix,1,1,14,56
ALB,Williams,16,0 days 00:01:59.341000,HARD,False,2.0,0 days 01:24:48.907000,119.341,2024,Bahrain Grand Prix,1,1,15,56
ALO,Aston Martin,16,0 days 00:01:58.814000,HARD,False,2.0,0 days 01:24:43.800000,118.814,2024,Bahrain Grand Prix,1,1,15,57
BOT,Kick Sauber,16,0 days 00:01:37.718000,HARD,False,2.0,0 days 01:25:17.086000,97.718,2024,Bahrain Grand Prix,1,1,15,55
GAS,Alpine,16,0 days 00:01:37.521000,HARD,False,2.0,0 days 01:25:18.118000,97.521,2024,Bahrain Grand Prix,1,1,15,56
HAM,Mercedes,16,0 days 00:01:37.091000,HARD,False,2.0,0 days 01:24:59.677000,97.091,2024,Bahrain Grand Prix,1,1,15,57
HUL,Haas F1 Team,16,0 days 00:01:37.796000,HARD,False,2.0,0 days 01:25:15.785000,97.796,2024,Bahrain Grand Prix,1,1,15,56
LEC,Ferrari,16,0 days 00:01:36.673000,HARD,False,2.0,0 days 01:24:49.095000,96.673,2024,Bahrain Grand Prix,1,1,15,57
MAG,Haas F1 Team,16,0 days 00:01:37.749000,HARD,False,2.0,0 days 01:25:07.886000,97.749,2024,Bahrain Grand Prix,1,1,15,56
NOR,McLaren,16,0 days 00:01:36.565000,HARD,False,2.0,0 days 01:24:54.875000,96.565,2024,Bahrain Grand Prix,1,1,15,57
OCO,Alpine,16,0 days 00:01:37.902000,HARD,False,2.0,0 days 01:25:09.750000,97.902,2024,Bahrain Grand Prix,1,1,15,56
PER,Red Bull Racing,16,0 days 00:01:35.783000,HARD,False,2.0,0 days 01:24:46.728000,95.783,2024,Bahrain Grand Prix,1,1,15,57
PIA,McLaren,16,0 days 00:01:36.427000,HARD,False,2.0,0 days 01:24:56.632000,96.427,2024,Bahrain Grand Prix,1,1,15,57
RIC,RB,16,0 days 00:01:37.176000,HARD,False,2.0,0 days 01:25:13.564000,97.176,2024,Bahrain Grand Prix,1,1,15,56
RUS,Mercedes,16,0 days 00:01:36.683000,HARD,False,2.0,0 days 01:24:48.203000,96.683,2024,Bahrain Grand Prix,1,1,15,57
SAI,Ferrari,16,0 days 00:01:36.376000,HARD,False,2.0,0 days 01:24:49.786000,96.376,2024,Bahrain Grand Prix,1,1,15,57
SAR,Williams,16,0 days 00:01:41.370000,HARD,False,2.0,0 days 01:26:30.288000,101.37,2024,Bahrain Grand Prix,1,1,14,54
STR,Aston Martin,16,0 days 00:01:38.027000,HARD,False,2.0,0 days 01:25:06.367000,98.027,2024,Bahrain Grand Prix,1,1,15,57
TSU,RB,16,0 days 00:01:37.516000,HARD,False,2.0,0 days 01:25:07.299000,97.516,2024,Bahrain Grand Prix,1,1,15,56
VER,Red Bull Racing,16,0 days 00:01:37.168000,SOFT,False,1.0,0 days 01:24:14.900000,97.168,2024,Bahrain Grand Prix,1,1,15,57
ZHO,Kick Sauber,16,0 days 00:01:37.659000,HARD,False,2.0,0 days 01:25:04.340000,97.659,2024,Bahrain Grand Prix,1,1,15,56
ALB,Williams,17,0 days 00:01:37.392000,HARD,False,2.0,0 days 01:26:48.248000,97.392,2024,Bahrain Grand Prix,1,1,16,56
ALO,Aston Martin,17,0 days 00:01:36.970000,HARD,False,2.0,0 days 01:26:42.614000,96.97,2024,Bahrain Grand Prix,1,1,16,57
BOT,Kick Sauber,17,0 days 00:01:37.765000,HARD,False,2.0,0 days 01:26:54.804000,97.765,2024,Bahrain Grand Prix,1,1,16,55
GAS,Alpine,17,0 days 00:01:37.949000,HARD,False,2.0,0 days 01:26:55.639000,97.949,2024,Bahrain Grand Prix,1,1,16,56
HAM,Mercedes,17,0 days 00:01:37.111000,HARD,False,2.0,0 days 01:26:36.768000,97.111,2024,Bahrain Grand Prix,1,1,16,57
HUL,Haas F1 Team,17,0 days 00:01:37.891000,HARD,False,2.0,0 days 01:26:53.581000,97.891,2024,Bahrain Grand Prix,1,1,16,56
LEC,Ferrari,17,0 days 00:01:37.302000,HARD,False,2.0,0 days 01:26:25.768000,97.302,2024,Bahrain Grand Prix,1,1,16,57
MAG,Haas F1 Team,17,0 days 00:01:38.282000,HARD,False,2.0,0 days 01:26:45.635000,98.282,2024,Bahrain Grand Prix,1,1,16,56
NOR,McLaren,17,0 days 00:01:36.776000,HARD,False,2.0,0 days 01:26:31.440000,96.776,2024,Bahrain Grand Prix,1,1,16,57
OCO,Alpine,17,0 days 00:01:38.911000,HARD,False,2.0,0 days 01:26:47.652000,98.911,2024,Bahrain Grand Prix,1,1,16,56
PER,Red Bull Racing,17,0 days 00:01:36.454000,HARD,False,2.0,0 days 01:26:22.511000,96.454,2024,Bahrain Grand Prix,1,1,16,57
PIA,McLaren,17,0 days 00:01:36.872000,HARD,False,2.0,0 days 01:26:33.059000,96.872,2024,Bahrain Grand Prix,1,1,16,57
RIC,RB,17,0 days 00:01:37.290000,HARD,False,2.0,0 days 01:26:50.740000,97.29,2024,Bahrain Grand Prix,1,1,16,56
RUS,Mercedes,17,0 days 00:01:36.234000,HARD,False,2.0,0 days 01:26:24.886000,96.234,2024,Bahrain Grand Prix,1,1,16,57
SAI,Ferrari,17,0 days 00:01:35.507000,HARD,False,2.0,0 days 01:26:26.162000,95.507,2024,Bahrain Grand Prix,1,1,16,57
SAR,Williams,17,0 days 00:01:39.758000,HARD,False,2.0,0 days 01:28:11.658000,99.758,2024,Bahrain Grand Prix,1,1,15,54
STR,Aston Martin,17,0 days 00:01:38.777000,HARD,False,2.0,0 days 01:26:44.394000,98.777,2024,Bahrain Grand Prix,1,1,16,57
TSU,RB,17,0 days 00:01:37.482000,HARD,False,2.0,0 days 01:26:44.815000,97.482,2024,Bahrain Grand Prix,1,1,16,56
VER,Red Bull Racing,17,0 days 00:01:39.896000,SOFT,False,1.0,0 days 01:25:52.068000,99.896,2024,Bahrain Grand Prix,1,1,16,57
ZHO,Kick Sauber,17,0 days 00:01:38.475000,HARD,False,2.0,0 days 01:26:41.999000,98.475,2024,Bahrain Grand Prix,1,1,16,56
ALB,Williams,18,0 days 00:01:37.590000,HARD,False,2.0,0 days 01:28:25.640000,97.59,2024,Bahrain Grand Prix,1,1,17,56
ALO,Aston Martin,18,0 days 00:01:37.361000,HARD,False,2.0,0 days 01:28:19.584000,97.361,2024,Bahrain Grand Prix,1,1,17,57
BOT,Kick Sauber,18,0 days 00:01:37.918000,HARD,False,2.0,0 days 01:28:32.569000,97.918,2024,Bahrain Grand Prix,1,1,17,55
GAS,Alpine,18,0 days 00:01:37.791000,HARD,False,2.0,0 days 01:28:33.588000,97.791,2024,Bahrain Grand Prix,1,1,17,56
HAM,Mercedes,18,0 days 00:01:36.850000,HARD,False,2.0,0 days 01:28:13.879000,96.85,2024,Bahrain Grand Prix,1,1,17,57
HUL,Haas F1 Team,18,0 days 00:01:38.216000,HARD,False,2.0,0 days 01:28:31.472000,98.216,2024,Bahrain Grand Prix,1,1,17,56
LEC,Ferrari,18,0 days 00:01:37.438000,HARD,False,2.0,0 days 01:28:03.070000,97.438,2024,Bahrain Grand Prix,1,1,17,57
MAG,Haas F1 Team,18,0 days 00:01:37.583000,HARD,False,2.0,0 days 01:28:23.917000,97.583,2024,Bahrain Grand Prix,1,1,17,56
NOR,McLaren,18,0 days 00:01:36.508000,HARD,False,2.0,0 days 01:28:08.216000,96.508,2024,Bahrain Grand Prix,1,1,17,57
OCO,Alpine,18,0 days 00:01:38.120000,HARD,False,2.0,0 days 01:28:26.563000,98.12,2024,Bahrain Grand Prix,1,1,17,56
PER,Red Bull Racing,18,0 days 00:01:36.311000,HARD,False,2.0,0 days 01:27:58.965000,96.311,2024,Bahrain Grand Prix,1,1,17,57
PIA,McLaren,18,0 days 00:01:37.095000,HARD,False,2.0,0 days 01:28:09.931000,97.095,2024,Bahrain Grand Prix,1,1,17,57
RIC,RB,18,0 days 00:01:37.700000,HARD,False,2.0,0 days 01:28:28.030000,97.7,2024,Bahrain Grand Prix,1,1,17,56
RUS,Mercedes,18,0 days 00:01:37.819000,HARD,False,2.0,0 days 01:28:01.120000,97.819,2024,Bahrain Grand Prix,1,1,17,57
SAI,Ferrari,18,0 days 00:01:36.088000,HARD,False,2.0,0 days 01:28:01.669000,96.088,2024,Bahrain Grand Prix,1,1,17,57
SAR,Williams,18,0 days 00:01:38.077000,HARD,False,2.0,0 days 01:29:51.416000,98.077,2024,Bahrain Grand Prix,1,1,16,54
STR,Aston Martin,18,0 days 00:01:37.417000,HARD,False,2.0,0 days 01:28:23.171000,97.417,2024,Bahrain Grand Prix,1,1,17,57
TSU,RB,18,0 days 00:01:37.359000,HARD,False,2.0,0 days 01:28:22.297000,97.359,2024,Bahrain Grand Prix,1,1,17,56
VER,Red Bull Racing,18,0 days 00:01:57.854000,HARD,False,2.0,0 days 01:27:31.964000,117.854,2024,Bahrain Grand Prix,1,1,17,57
ZHO,Kick Sauber,18,0 days 00:01:37.552000,HARD,False,2.0,0 days 01:28:20.474000,97.552,2024,Bahrain Grand Prix,1,1,17,56
ALB,Williams,19,0 days 00:01:37.763000,HARD,False,2.0,0 days 01:30:03.230000,97.763,2024,Bahrain Grand Prix,1,1,18,56
ALO,Aston Martin,19,0 days 00:01:37.072000,HARD,False,2.0,0 days 01:29:56.945000,97.072,2024,Bahrain Grand Prix,1,1,18,57
BOT,Kick Sauber,19,0 days 00:01:37.662000,HARD,False,2.0,0 days 01:30:10.487000,97.662,2024,Bahrain Grand Prix,1,1,18,55
GAS,Alpine,19,0 days 00:01:37.702000,HARD,False,2.0,0 days 01:30:11.379000,97.702,2024,Bahrain Grand Prix,1,1,18,56
HAM,Mercedes,19,0 days 00:01:36.694000,HARD,False,2.0,0 days 01:29:50.729000,96.694,2024,Bahrain Grand Prix,1,1,18,57
HUL,Haas F1 Team,19,0 days 00:01:37.862000,HARD,False,2.0,0 days 01:30:09.688000,97.862,2024,Bahrain Grand Prix,1,1,18,56
LEC,Ferrari,19,0 days 00:01:36.821000,HARD,False,2.0,0 days 01:29:40.508000,96.821,2024,Bahrain Grand Prix,1,1,18,57
MAG,Haas F1 Team,19,0 days 00:01:37.792000,HARD,False,2.0,0 days 01:30:01.500000,97.792,2024,Bahrain Grand Prix,1,1,18,56
